K_18	K_19	G_20	K_21	K_22	K_23	G_24	G_25	G_26	G_27
210273_at	413.65	511.5	352.55	425.4	525.65	701.3	264.05	315.5	452.75	640.65
210274_at	413.65	511.5	352.55	425.4	525.65	701.3	264.05	554.75	452.75	640.65
210275_s_at	413.65	511.5	352.55	425.4	525.65	701.3	264.05	554.75	452.75	640.65
210276_s_at	413.65	511.5	352.55	425.4	525.65	701.3	264.05	554.75	452.75	640.65
210277_at	413.65	511.5	352.55	425.4	766.0	701.3	264.05	554.75	452.75	640.65
210278_s_at	413.65	511.5	352.55	425.4	766.0	701.3	264.05	554.75	452.75	640.65
210279_at	413.65	511.5	352.55	425.4	766.0	701.3	264.05	554.75	452.75	640.65
210280_at	413.65	511.5	352.55	202.5	766.0	701.3	264.05	554.75	452.75	640.65
210281_s_at	413.65	606.05	352.55	334.75	766.0	701.3	264.05	554.75	452.75	640.65
210282_at	413.65	606.05	352.55	334.75	766.0	701.3	264.05	554.75	452.75	640.65
210283_x_at	413.65	606.05	352.55	334.75	766.0	701.3	3337.15	554.75	452.75	640.65
210284_s_at	413.65	606.05	352.55	334.75	766.0	701.3	3337.15	554.75	452.75	640.65
210285_x_at	413.65	606.05	352.55	334.75	766.0	701.3	3337.15	554.75	452.75	640.65
210286_s_at	67.5	606.05	352.55	334.75	766.0	701.3	3337.15	554.75	452.75	640.65
210287_s_at	107.4	606.05	352.55	334.75	766.0	701.3	3337.15	554.75	4969.05	640.65
210288_at	107.4	606.05	352.55	334.75	766.0	701.3	3337.15	554.75	4969.05	640.65
210289_at	107.4	606.05	352.55	334.75	766.0	701.3	3337.15	554.75	622.05	640.65
210290_at	107.4	606.05	352.55	334.75	386.4	701.3	3337.15	554.75	622.05	515.55
210291_s_at	107.4	606.05	352.55	334.75	386.4	701.3	3337.15	554.75	622.05	515.55
210292_s_at	107.4	606.05	352.55	334.75	386.4	701.3	3337.15	554.75	622.05	515.55
210293_s_at	107.4	606.05	352.55	334.75	386.4	701.3	3337.15	554.75	622.05	515.55
210294_at	107.4	606.05	352.55	334.75	386.4	701.3	3337.15	443.05	622.05	515.55
210295_at	107.4	606.05	352.55	334.75	386.4	701.3	3337.15	443.05	622.05	515.55
210296_s_at	107.4	606.05	352.55	334.75	386.4	701.3	3337.15	443.05	622.05	515.55
210297_s_at	107.4	606.05	352.55	334.75	386.4	701.3	3337.15	443.05	622.05	515.55
210298_x_at	107.4	606.05	352.55	334.75	386.4	804.2249999999999	3337.15	443.05	622.05	515.55
210299_s_at	107.4	606.05	376.3	334.75	386.4	804.2249999999999	3337.15	443.05	622.05	515.55
210300_at	107.4	606.05	376.3	334.75	386.4	804.2249999999999	3337.15	443.05	622.05	515.55
210301_at	107.4	606.05	376.3	334.75	386.4	804.2249999999999	3337.15	443.05	622.05	515.55
210302_s_at	107.4	606.05	376.3	334.75	386.4	804.2249999999999	3337.15	443.05	622.05	515.55
210303_at	107.4	606.05	376.3	647.15	386.4	804.2249999999999	3337.15	443.05	622.05	515.55
210304_at	107.4	606.05	376.3	647.15	386.4	804.2249999999999	3337.15	443.05	622.05	515.55
210305_at	107.4	606.05	376.3	647.15	386.4	804.2249999999999	3337.15	443.05	622.05	515.55
210306_at	107.4	606.05	376.3	647.15	386.4	804.2249999999999	3337.15	443.05	622.05	515.55
210307_s_at	107.4	606.05	376.3	647.15	386.4	804.2249999999999	3337.15	443.05	622.05	515.55
210309_at	107.4	606.05	376.3	647.15	386.4	804.2249999999999	3337.15	443.05	622.05	515.55
210310_s_at	107.4	606.05	376.3	647.15	386.4	804.2249999999999	3337.15	443.05	622.05	515.55
210311_at	107.4	606.05	376.3	647.15	149.5	804.2249999999999	3337.15	443.05	622.05	515.55
210312_s_at	107.4	606.05	376.3	647.15	408.8	804.2249999999999	3337.15	443.05	622.05	515.55
210313_at	107.4	606.05	376.3	647.15	408.8	804.2249999999999	3337.15	281.4	622.05	515.55
210314_x_at	107.4	606.05	376.3	647.15	408.8	804.2249999999999	3337.15	281.4	622.05	515.55
210315_at	107.4	606.05	376.3	647.15	408.8	804.2249999999999	3337.15	281.4	622.05	515.55
210316_at	107.4	606.05	376.3	647.15	408.8	804.2249999999999	3337.15	281.4	622.05	515.55
210317_s_at	107.4	606.05	376.3	647.15	408.8	804.2249999999999	3337.15	281.4	622.05	642.25
210318_at	107.4	606.05	376.3	647.15	408.8	804.2249999999999	3337.15	281.4	483.4	642.25
210319_x_at	107.4	606.05	376.3	647.15	408.8	804.2249999999999	3337.15	281.4	483.4	642.25
210320_s_at	477.65	606.05	376.3	647.15	408.8	804.2249999999999	3337.15	281.4	483.4	642.25
210321_at	477.65	606.05	105.4	647.15	408.8	804.2249999999999	741.15	281.4	483.4	642.25
210322_x_at	477.65	606.05	105.4	647.15	408.8	804.2249999999999	741.15	281.4	483.4	642.25
210323_at	477.65	606.05	105.4	647.15	408.8	804.2249999999999	741.15	281.4	483.4	642.25
210324_at	477.65	606.05	105.4	647.15	408.8	804.2249999999999	741.15	281.4	483.4	642.25
210325_at	477.65	606.05	105.4	647.15	408.8	804.2249999999999	741.15	281.4	483.4	642.25
210326_at	477.65	606.05	105.4	647.15	408.8	804.2249999999999	741.15	281.4	483.4	642.25
210327_s_at	477.65	606.05	105.4	647.15	408.8	804.2249999999999	741.15	281.4	483.4	642.25
210328_at	477.65	606.05	105.4	647.15	408.8	804.2249999999999	741.15	281.4	483.4	642.25
210329_s_at	477.65	606.05	105.4	647.15	408.8	804.2249999999999	741.15	281.4	483.4	642.25
210330_at	477.65	606.05	105.4	647.15	408.8	378.0	741.15	281.4	483.4	642.25
210331_at	477.65	606.05	105.4	647.15	408.8	378.0	741.15	281.4	483.4	642.25
210332_at	477.65	606.05	105.4	647.15	408.8	378.0	741.15	281.4	483.4	642.25
210333_at	477.65	606.05	105.4	647.15	90.9	378.0	741.15	281.4	483.4	642.25
210334_x_at	477.65	606.05	690.5	647.15	90.9	378.0	741.15	281.4	483.4	642.25
210335_at	477.65	606.05	690.5	647.15	90.9	378.0	741.15	281.4	483.4	642.25
210336_x_at	477.65	606.05	690.5	647.15	90.9	378.0	741.15	281.4	483.4	642.25
210337_s_at	477.65	606.05	690.5	647.15	90.9	378.0	741.15	729.5	691.65	642.25
210338_s_at	477.65	606.05	690.5	647.15	90.9	378.0	741.15	729.5	691.65	2528.9
210339_s_at	477.65	606.05	690.5	647.15	90.9	378.0	741.15	729.5	691.65	585.9
210340_s_at	477.65	606.05	690.5	647.15	90.9	378.0	741.15	729.5	691.65	585.9
210341_at	477.65	606.05	690.5	172.8	90.9	378.0	741.15	729.5	691.65	585.9
210342_s_at	477.65	606.05	690.5	2287.3	90.9	378.0	741.15	729.5	691.65	585.9
210343_s_at	477.65	488.04999999999995	690.5	2287.3	90.9	378.0	741.15	729.5	691.65	585.9
210344_at	477.65	488.04999999999995	690.5	2287.3	90.9	378.0	741.15	729.5	691.65	585.9
210345_s_at	477.65	488.04999999999995	690.5	2287.3	90.9	378.0	741.15	729.5	691.65	585.9
210346_s_at	477.65	488.04999999999995	690.5	2287.3	90.9	378.0	741.15	729.5	691.65	585.9
210347_s_at	477.65	488.04999999999995	690.5	2287.3	90.9	378.0	587.5	729.5	691.65	585.9
210348_at	477.65	488.04999999999995	690.5	2287.3	354.25	378.0	587.5	729.5	691.65	585.9
210349_at	477.65	488.04999999999995	690.5	2287.3	354.25	378.0	587.5	729.5	691.65	585.9
210350_x_at	598.15	488.04999999999995	240.9	2287.3	354.25	378.0	587.5	729.5	691.65	585.9
210352_at	598.15	488.04999999999995	240.9	2287.3	354.25	378.0	587.5	729.5	691.65	585.9
210353_s_at	598.15	488.04999999999995	240.9	2287.3	354.25	378.0	587.5	566.4	691.65	585.9
210354_at	598.15	488.04999999999995	240.9	2287.3	354.25	468.79999999999995	587.5	566.4	691.65	585.9
210355_at	598.15	488.04999999999995	240.9	2287.3	354.25	468.79999999999995	587.5	566.4	691.65	585.9
210356_x_at	598.15	488.04999999999995	240.9	2287.3	354.25	468.79999999999995	587.5	566.4	691.65	585.9
210357_s_at	598.15	488.04999999999995	240.9	2287.3	354.25	468.79999999999995	587.5	566.4	691.65	585.9
210358_x_at	598.15	488.04999999999995	240.9	2287.3	354.25	468.79999999999995	587.5	566.4	691.65	585.9
210359_at	598.15	488.04999999999995	240.9	2287.3	354.25	468.79999999999995	587.5	566.4	691.65	585.9
210360_s_at	598.15	488.04999999999995	240.9	2287.3	354.25	468.79999999999995	587.5	566.4	691.65	585.9
210361_s_at	598.15	488.04999999999995	240.9	2287.3	354.25	468.79999999999995	587.5	566.4	691.65	585.9
210362_x_at	598.15	488.04999999999995	240.9	2287.3	354.25	468.79999999999995	587.5	566.4	691.65	585.9
210363_s_at	598.15	488.04999999999995	240.9	2287.3	354.25	468.79999999999995	587.5	566.4	691.65	585.9
210364_at	598.15	488.04999999999995	240.9	2287.3	354.25	468.79999999999995	587.5	566.4	517.3499999999999	585.9
210365_at	598.15	488.04999999999995	240.9	441.65	1228.275	468.79999999999995	587.5	566.4	517.3499999999999	585.9
210366_at	598.15	488.04999999999995	240.9	441.65	1004.05	468.79999999999995	587.5	566.4	517.3499999999999	585.9
210367_s_at	598.15	488.04999999999995	240.9	441.65	1004.05	468.79999999999995	587.5	566.4	517.3499999999999	656.0
210368_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	587.5	566.4	517.3499999999999	656.0
210369_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	587.5	566.4	517.3499999999999	656.0
210370_s_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	587.5	566.4	517.3499999999999	656.0
210371_s_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	587.5	566.4	517.3499999999999	656.0
210372_s_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	587.5	566.4	517.3499999999999	656.0
210373_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	587.5	566.4	517.3499999999999	656.0
210374_x_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	587.5	566.4	517.3499999999999	656.0
210375_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	464.9	566.4	517.3499999999999	656.0
210376_x_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	464.9	724.8	517.3499999999999	656.0
210377_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	464.9	661.4	517.3499999999999	656.0
210378_s_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	464.9	661.4	517.3499999999999	656.0
210379_s_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	464.9	661.4	517.3499999999999	656.0
210380_s_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	464.9	661.4	517.3499999999999	656.0
210381_s_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	464.9	661.4	517.3499999999999	656.0
210382_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	464.9	661.4	517.3499999999999	656.0
210383_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	464.9	661.4	517.3499999999999	656.0
210384_at	598.15	488.04999999999995	659.4	441.65	1004.05	468.79999999999995	464.9	661.4	251.65	656.0
210385_s_at	598.15	488.04999999999995	659.4	439.3	1004.05	468.79999999999995	464.9	661.4	251.65	656.0
210386_s_at	598.15	488.04999999999995	659.4	439.3	1004.05	212.75	464.9	661.4	251.65	656.0
210387_at	598.15	488.04999999999995	659.4	439.3	1004.05	212.75	464.9	661.4	251.65	656.0
210388_at	598.15	488.04999999999995	659.4	439.3	1004.05	212.75	464.9	661.4	251.65	656.0
210389_x_at	598.15	488.04999999999995	659.4	439.3	3931.675	212.75	464.9	661.4	251.65	656.0
210390_s_at	744.15	488.04999999999995	659.4	439.3	3931.675	212.75	464.9	661.4	251.65	656.0
210391_at	744.15	1439.9	659.4	439.3	494.4	212.75	464.9	661.4	251.65	277.0
210392_x_at	744.15	707.25	659.4	439.3	494.4	212.75	464.9	661.4	251.65	277.0
210393_at	744.15	707.25	659.4	439.3	494.4	212.75	464.9	661.4	251.65	277.0
210394_x_at	744.15	707.25	659.4	439.3	494.4	212.75	464.9	661.4	251.65	277.0
210395_x_at	744.15	707.25	659.4	439.3	494.4	212.75	464.9	661.4	251.65	277.0
210396_s_at	744.15	707.25	204.5	439.3	494.4	212.75	464.9	661.4	251.65	277.0
210397_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	251.65	277.0
210398_x_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	251.65	277.0
210399_x_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	251.65	277.0
210400_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	251.65	277.0
210401_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	251.65	277.0
210402_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	251.65	277.0
210403_s_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	251.65	277.0
210404_x_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	251.65	277.0
210405_x_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	251.65	277.0
210406_s_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	251.65	277.0
210407_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	251.65	277.0
210408_s_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	251.65	277.0
210409_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	4197.3	277.0
210410_s_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	4197.3	277.0
210411_s_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	4197.3	277.0
210412_at	744.15	707.25	770.55	439.3	494.4	212.75	178.5	382.4	4197.3	277.0
210413_x_at	744.15	707.25	770.55	6269.15	494.4	212.75	178.5	382.4	4197.3	277.0
210414_at	744.15	882.15	770.55	480.4	494.4	212.75	178.5	382.4	4197.3	277.0
210415_s_at	744.15	882.15	770.55	480.4	2629.05	212.75	178.5	382.4	4197.3	1129.55
210416_s_at	744.15	882.15	770.55	480.4	690.15	212.75	178.5	521.4	4197.3	1129.55
210417_s_at	744.15	882.15	770.55	480.4	690.15	212.75	178.5	521.4	4197.3	385.8
210418_s_at	744.15	882.15	770.55	480.4	690.15	212.75	178.5	521.4	4197.3	385.8
210419_at	744.15	882.15	770.55	480.4	690.15	212.75	178.5	521.4	4197.3	385.8
210420_at	744.15	882.15	770.55	480.4	690.15	212.75	178.5	521.4	4197.3	385.8
210421_s_at	744.15	882.15	770.55	480.4	690.15	212.75	178.5	521.4	4197.3	385.8
210422_x_at	744.15	882.15	770.55	480.4	690.15	690.15	212.875	521.4	4197.3	385.8
210423_s_at	744.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	4197.3	385.8
210424_s_at	744.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	4197.3	385.8
210425_x_at	744.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	4197.3	385.8
210426_x_at	744.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	4197.3	385.8
210427_x_at	744.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	4197.3	385.8
210428_s_at	744.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	4197.3	385.8
210429_at	744.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	4197.3	385.8
210430_x_at	148.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	543.9	385.8
210431_at	148.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	543.9	385.8
210432_s_at	4969.05	882.15	277.65	480.4	690.15	690.15	212.875	521.4	543.9	385.8
210433_at	528.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	543.9	385.8
210434_x_at	528.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	543.9	385.8
210435_at	528.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	543.9	385.8
210436_at	528.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	543.9	385.8
210437_at	528.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	543.9	385.8
210438_x_at	528.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	543.9	385.8
210439_at	528.15	882.15	277.65	480.4	690.15	690.15	212.875	521.4	543.9	385.8
210440_s_at	528.15	882.15	277.65	1228.275	690.15	690.15	212.875	168.5	543.9	385.8
210441_at	528.15	882.15	277.65	264.3	690.15	690.15	212.875	168.5	543.9	385.8
210442_at	528.15	882.15	277.65	264.3	690.15	690.15	212.875	168.5	543.9	385.8
210443_x_at	528.15	882.15	277.65	264.3	690.15	690.15	212.875	168.5	543.9	385.8
210444_at	528.15	882.15	277.65	264.3	410.8	690.15	212.875	168.5	543.9	385.8
210445_at	528.15	882.15	277.65	264.3	410.8	690.15	212.875	168.5	543.9	385.8
210446_at	528.15	882.15	9195.15	264.3	410.8	690.15	212.875	168.5	543.9	385.8
210447_at	528.15	882.15	449.8	264.3	410.8	690.15	212.875	168.5	543.9	367.0
210448_s_at	528.15	882.15	449.8	264.3	410.8	690.15	212.875	168.5	543.9	367.0
210449_x_at	528.15	882.15	449.8	264.3	410.8	690.15	212.875	168.5	543.9	367.0
210450_at	528.15	882.15	449.8	264.3	410.8	404.5	212.875	168.5	543.9	367.0
210451_at	528.15	882.15	449.8	264.3	410.8	404.5	212.875	168.5	543.9	367.0
210452_x_at	528.15	882.15	449.8	264.3	410.8	404.5	212.875	168.5	543.9	367.0
210453_x_at	528.15	882.15	449.8	264.3	410.8	404.5	212.875	168.5	543.9	367.0
210454_s_at	528.15	882.15	449.8	264.3	410.8	404.5	171.3	168.5	543.9	367.0
210455_at	528.15	882.15	449.8	264.3	410.8	404.5	770.0	168.5	543.9	367.0
210456_at	528.15	882.15	449.8	264.3	410.8	404.5	770.0	168.5	543.9	367.0
210457_x_at	528.15	882.15	449.8	264.3	410.8	404.5	770.0	168.5	543.9	367.0
210458_s_at	528.15	1228.275	449.8	264.3	410.8	404.5	770.0	168.5	5407.55	367.0
210459_at	528.15	729.5	449.8	264.3	410.8	404.5	770.0	168.5	620.9	367.0
210460_s_at	363.8	729.5	449.8	264.3	410.8	404.5	770.0	168.5	620.9	367.0
210461_s_at	586.0	729.5	449.8	264.3	410.8	404.5	770.0	168.5	620.9	367.0
210462_at	586.0	729.5	449.8	264.3	410.8	404.5	770.0	168.5	620.9	367.0
210463_x_at	586.0	729.5	449.8	264.3	410.8	404.5	770.0	168.5	620.9	367.0
210464_at	586.0	729.5	449.8	264.3	410.8	404.5	770.0	168.5	620.9	367.0
210465_s_at	586.0	729.5	449.8	264.3	410.8	404.5	770.0	850.9	620.9	367.0
210466_s_at	586.0	729.5	449.8	264.3	410.8	404.5	770.0	850.9	620.9	367.0
210467_x_at	586.0	729.5	449.8	241.5	410.8	404.5	770.0	850.9	620.9	367.0
210469_at	586.0	729.5	449.8	241.5	410.8	404.5	770.0	850.9	620.9	367.0
210470_x_at	586.0	729.5	449.8	241.5	410.8	404.5	770.0	850.9	620.9	367.0
210471_s_at	586.0	729.5	430.9	241.5	358.2	404.5	770.0	850.9	620.9	367.0
210472_at	586.0	729.5	430.9	241.5	358.2	404.5	770.0	850.9	620.9	257.3
210473_s_at	586.0	729.5	430.9	241.5	358.2	404.5	770.0	850.9	620.9	516.25
210474_s_at	586.0	729.5	430.9	241.5	358.2	404.5	770.0	850.9	620.9	516.25
210475_at	586.0	729.5	430.9	241.5	358.2	404.5	770.0	850.9	620.9	516.25
210476_s_at	586.0	729.5	430.9	241.5	358.2	404.5	770.0	850.9	620.9	516.25
210477_x_at	586.0	729.5	430.9	241.5	358.2	404.5	770.0	850.9	620.9	516.25
210479_s_at	586.0	729.5	430.9	241.5	358.2	404.5	770.0	850.9	620.9	516.25
210480_s_at	586.0	729.5	430.9	241.5	358.2	404.5	770.0	850.9	620.9	516.25
210481_s_at	586.0	729.5	430.9	241.5	358.2	404.5	206.55	850.9	620.9	516.25
210482_x_at	586.0	729.5	430.9	241.5	358.2	404.5	206.55	850.9	620.9	516.25
210483_at	586.0	729.5	430.9	1042.75	358.2	404.5	206.55	850.9	620.9	516.25
210484_s_at	586.0	729.5	430.9	496.4	358.2	404.5	206.55	850.9	620.9	516.25
210486_at	586.0	729.5	430.9	496.4	358.2	404.5	206.55	850.9	620.9	516.25
210487_at	586.0	729.5	430.9	496.4	358.2	404.5	206.55	850.9	620.9	516.25
210491_at	586.0	729.5	430.9	496.4	358.2	404.5	206.55	850.9	620.9	516.25
210492_at	586.0	729.5	430.9	496.4	358.2	404.5	206.55	850.9	620.9	516.25
210493_s_at	586.0	729.5	430.9	496.4	358.2	404.5	206.55	850.9	620.9	516.25
210495_x_at	586.0	729.5	430.9	496.4	358.2	690.5	206.55	850.9	620.9	516.25
210496_at	586.0	729.5	430.9	496.4	358.2	690.5	206.55	850.9	620.9	516.25
210497_x_at	586.0	729.5	430.9	496.4	358.2	690.5	206.55	850.9	620.9	516.25
210498_at	1228.275	729.5	430.9	496.4	358.2	690.5	206.55	850.9	719.65	516.25
210499_s_at	930.4	729.5	430.9	496.4	770.55	690.5	206.55	850.9	719.65	516.25
210500_at	930.4	729.5	430.9	496.4	770.55	690.5	206.55	850.9	719.65	516.25
210501_x_at	930.4	729.5	430.9	496.4	770.55	690.5	206.55	850.9	719.65	516.25
210502_s_at	930.4	729.5	430.9	496.4	770.55	690.5	206.55	271.65	719.65	516.25
210503_at	930.4	729.5	430.9	496.4	770.55	690.5	206.55	271.65	719.65	516.25
210504_at	930.4	729.5	430.9	496.4	770.55	690.5	206.55	271.65	719.65	516.25
210505_at	930.4	729.5	430.9	496.4	770.55	690.5	206.55	271.65	719.65	600.65
210506_at	930.4	729.5	430.9	496.4	770.55	690.5	206.55	271.65	719.65	600.65
210507_s_at	930.4	729.5	430.9	496.4	770.55	690.5	206.55	271.65	719.65	600.65
210508_s_at	930.4	729.5	430.9	496.4	770.55	690.5	206.55	271.65	719.65	600.65
210510_s_at	930.4	729.5	430.9	496.4	770.55	690.5	513.15	271.65	719.65	600.65
210511_s_at	930.4	729.5	1273.25	496.4	770.55	690.5	513.15	271.65	719.65	600.65
210512_s_at	930.4	729.5	1273.25	496.4	770.55	690.5	513.15	271.65	719.65	600.65
210513_s_at	930.4	729.5	1273.25	496.4	770.55	690.5	513.15	271.65	719.65	600.65
210514_x_at	930.4	729.5	1273.25	496.4	770.55	690.5	513.15	271.65	719.65	600.65
210515_at	930.4	729.5	1273.25	672.9	770.55	690.5	513.15	271.65	719.65	600.65
210516_at	930.4	729.5	1273.25	672.9	770.55	690.5	513.15	271.65	719.65	600.65
210517_s_at	930.4	729.5	1273.25	672.9	770.55	690.5	513.15	271.65	719.65	600.65
210518_at	930.4	729.5	1273.25	672.9	770.55	690.5	513.15	271.65	719.65	600.65
210519_s_at	930.4	729.5	1273.25	672.9	770.55	690.5	513.15	271.65	719.65	600.65
210520_at	930.4	729.5	1273.25	672.9	770.55	690.5	513.15	271.65	719.65	600.65
210521_s_at	930.4	900.0	1273.25	672.9	770.55	690.5	513.15	271.65	719.65	600.65
210523_at	930.4	900.0	1273.25	672.9	770.55	690.5	513.15	271.65	719.65	600.65
210524_x_at	930.4	900.0	1273.25	672.9	770.55	690.5	513.15	271.65	719.65	600.65
210525_x_at	930.4	900.0	1273.25	672.9	770.55	690.5	513.15	271.65	719.65	600.65
210527_x_at	930.4	900.0	1273.25	672.9	770.55	690.5	513.15	279.8	719.65	600.65
210528_at	930.4	900.0	1273.25	672.9	770.55	690.5	513.15	279.8	521.7249999999999	600.65
210529_s_at	930.4	900.0	1273.25	672.9	1129.05	690.5	513.15	279.8	521.7249999999999	710.3
210530_s_at	930.4	900.0	1273.25	672.9	1129.05	690.5	513.15	279.8	521.7249999999999	710.3
210531_at	930.4	900.0	1273.25	672.9	1129.05	690.5	513.15	279.8	521.7249999999999	710.3
210532_s_at	930.4	900.0	1273.25	672.9	1129.05	690.5	513.15	279.8	521.7249999999999	710.3
210533_at	930.4	900.0	1273.25	672.9	1129.05	690.5	513.15	279.8	521.7249999999999	710.3
210534_s_at	930.4	900.0	1273.25	672.9	1129.05	690.5	513.15	279.8	521.7249999999999	710.3
